"","mae1.1","mae1.2","mae1.3","mae1.4","mae1.5","mae1.6","mae1.7","rmse1.1","rmse1.2","rmse1.3","rmse1.4","rmse1.5","rmse1.6","rmse1.7","bic1","param1.1","param1.2","param1.3","param1.4","param1.5","mae2.1","mae2.2","mae2.3","mae2.4","mae2.5","mae2.6","mae2.7","rmse2.1","rmse2.2","rmse2.3","rmse2.4","rmse2.5","rmse2.6","rmse2.7","bic2","param2.1","param2.2","param2.3","param2.4","param2.5","param2.6","param2.7","param2.8"
"1",0.255755744162852,0.21376213665603,0.120158773975389,0.117490694383007,0.0485943189136215,0.058593884348311,0.058593884348311,0.314710888748823,0.264390963265595,0.124517290933521,0.144207550783723,0.0525015698698612,0.0592880684332899,0.0592880684332899,5891.67204443819,0.0586318876458045,0.0795407917491495,0.0482434927974731,0.317588902994285,0.839541221082115,0.255755744162852,0.244729295518035,0.120158773975389,0.117490694383007,0.0485943189136214,0.0608714690007598,0.0608714690007598,0.314710888748823,0.301562956659781,0.124517290933521,0.144207550783723,0.0528669714593599,0.0614854049902074,0.0614854049902074,5884.8706593743,0.0396180299759858,0.0741162387233744,0.0479923722549499,0.247547481846004,0.0452081092118563,0.267420424393104,0.000216534306798567,0.86549029900265
"2",0.249499706225471,0.212958874358832,0.120000860972098,0.112264179622351,0.0203552989087595,0.013225303536416,0.0129157826636702,0.307129948366827,0.262518484371604,0.124369458586525,0.139596717369236,0.0206064122970273,0.0138073161620701,0.0139297247963277,5767.31918777956,0.0625834687801623,0.114106328073219,0.0954354539422276,0.727521599614156,0.310509687844613,0.249499706225471,0.236805189461622,0.120000860972098,0.112264179622351,0.0203394037631728,0.0132068096978351,0.0128882643897703,0.307129948366827,0.291385021545769,0.124369458586525,0.139596717369236,0.0205855089126966,0.013788638073692,0.0139542507650122,5774.50333551533,0.0625673398768994,0.114096676538458,0.0954590640304095,0.727569517292146,0.000157236460550135,1.16112831093171e-05,0.000127008830892196,0.310395891948586
"3",0.250896588744519,0.213141961512025,0.105771341437624,0.115591078611653,0.00336514949539814,0.0156124632213435,0.0156124632213435,0.30722211607843,0.26247042610703,0.114697095134996,0.144207931887847,0.00857261939770619,0.0162222500043831,0.0162222500043831,5712.05379139586,0.0256372688074747,0.0714280672471423,0.127158639232703,0.77049721322893,0.358789851274611,0.250896588744519,0.241005062261084,0.105771341437624,0.115591078611653,0.00345805719036653,0.0159327024282522,0.0159327024282522,0.30722211607843,0.295127236308415,0.114697095134996,0.144207931887847,0.00859561962268488,0.0164095814824473,0.0164095814824473,5718.58445049765,0.0231850067123234,0.0690010680218297,0.127440126227364,0.747270692902184,0.0185951780330202,0.0138622004981432,0.000501219058200665,0.361884501913528
"4",0.254143021019466,0.211529356603405,0.120347454931685,0.114666445319683,0.0477412619052362,0.0343014687105813,0.0343014687105813,0.313249867159673,0.263830538572224,0.124659193660119,0.141955553314088,0.0495129509467139,0.0354482949549577,0.0354482949549577,5631.67738106538,0.0676227763356446,0.0493656866093191,0.144510712848493,0.607697890107054,0.44518772214529,0.254143021019466,0.240521413753601,0.12068377653481,0.114666445319683,0.0477389051489567,0.0348477147254096,0.0348477147254096,0.313249867159673,0.297395950129049,0.124933483484327,0.141955553314088,0.0496024360006749,0.0359545561585434,0.0359545561585434,5638.44279559646,0.0675348565149269,0.0480966961142728,0.145210191905433,0.487706279796708,2.54631913429776e-05,0.000370888548049545,0.239585953525597,0.398819060856873
"5",0.260843498507967,0.215750976271817,0.120438205619275,0.122103337049796,0.0476174844680411,0.015304389614789,0.015304389614789,0.321799165508901,0.269945689286464,0.124800639295112,0.147679854840787,0.0483832051945757,0.0163614482589869,0.0163614482589869,5752.27828763353,0.0656406989577702,0.0855714305561309,0.093882881818471,0.74488650197833,0.243730716006103,0.260843498507967,0.24637156439712,0.12068377653481,0.122103337049796,0.047674750523001,0.015267932025894,0.015267932025894,0.321799165508901,0.305281529121403,0.124933483484327,0.147679854840787,0.049509342912187,0.0166333921574358,0.0166333921574358,5759.5607433349,0.0652043090951711,0.0836132247882872,0.0942061630152051,0.0020863198285854,0.000248289148470608,0.000402199458753364,0.74863573206657,0.267144832843472
"6",0.266239084535968,0.224865435767011,0.120637135908016,0.125099984014319,0.0902730087811378,0.0411071766763274,0.0411071766763274,0.327517791884523,0.278561611384121,0.124968200839352,0.151169829206972,0.0906802667091958,0.0423221746989714,0.0423221746989714,5728.8449559415,0.0789486547999757,0.110922348509929,0.0651397660824826,0.292282436358421,0.523198124542224,0.266239084535968,0.254180977414003,0.120637135908016,0.125099984014319,0.0902730087811378,0.0411796556219442,0.0411796556219442,0.327517791884523,0.312762693846161,0.124968200839352,0.151169829206972,0.0907434881658528,0.0424072722988533,0.0424072722988533,5732.58612474889,0.0773024231917406,0.103750496887491,0.0655817450856899,0.000896783898877968,0.00710650487616148,0.000593756406382936,0.299067617498644,0.634102421258731
"7",0.252142331329769,0.207448026231958,0.12068377653481,0.116147824877247,0.0509606407072714,0.0231168218528036,0.0231168218528036,0.311706319973104,0.258383611490706,0.124933483484327,0.142855939862977,0.0527224400064408,0.0236417786781187,0.0236417786781187,5721.99358285937,0.0598232682621357,0.10509915815659,0.0849405545224602,0.48641604414079,0.468536195657381,0.252142331329769,0.241174386239774,0.12068377653481,0.116147824877247,0.0509606407072711,0.0228035495790909,0.0228035495790909,0.311706319973104,0.298485388863665,0.124933483484327,0.142855939862977,0.0526949251342804,0.0233226015358983,0.0233226015358983,5725.55206523006,0.0522678793278281,0.104166125444342,0.0863446404288715,0.0963756755343053,0.000138478993525091,0.315378161554113,0.345203562953656,0.501722883618927
"8",0.25395942240483,0.21633999382654,0.120349755468106,0.116676780713749,0.0265480498722494,0.0126726636800597,0.0127601006116165,0.312018089194312,0.267923787284976,0.124693142871835,0.145538552910211,0.0294415920132353,0.0181809866064373,0.0182911331534933,5769.30402686484,0.0314576921293385,0.0297111654151195,0.101385520186399,0.733497761351932,0.583434727958764,0.25395942240483,0.242562177917682,0.106850031978548,0.116676780713749,0.0265464266076283,0.0131425888899556,0.0132435124309482,0.312018089194312,0.298270562860442,0.117482382234604,0.145538552910211,0.0294425220547743,0.0192260739029672,0.019355777872463,5774.25768031456,0.0261116196296323,0.020586753724189,0.10145489384092,0.722972381957802,0.0411162048405903,0.000215776557440841,9.61283529841327e-05,0.594303699708464
"9",0.256690925149118,0.213874772009629,0.120690194353489,0.11820513843667,0.0706901416031669,0.00986094839026851,0.00986094839026851,0.316278999434795,0.265392471677505,0.124944333423081,0.144142647056263,0.0714745748424532,0.0117992307852051,0.0117992307852051,5616.46172002743,0.02804897341553,0.120386901078405,0.117912185652561,0.590389857506228,0.404022532976908,0.256690925149118,0.2438559722738,0.120690194353489,0.11820513843667,0.0706901416031669,0.0130448820691254,0.0130448820691254,0.316278999434795,0.300784062399578,0.124944333423081,0.144142647056263,0.0715273421393684,0.0145452249341991,0.0145452249341991,5618.44476598389,0.021412292190967,0.116862105614555,0.121259158734237,0.311856368507374,7.659795176048e-05,0.425382101874387,0.000299817037506097,0.553247005132449
"10",0.254334233999126,0.216242529832794,0.12068377653481,0.116489405374031,0.031558768189443,0.0221163370143946,0.0221163370143946,0.312869687211302,0.269457806214021,0.124933483484327,0.145079980467695,0.0344380334819848,0.0256550416092496,0.0256550416092496,5795.25348492422,0.00642636124773457,0.0832889292267425,0.0920306827389796,0.816405075022451,0.376130604400535,0.254334233999126,0.243801657189193,0.109221932908192,0.116489405374031,0.0315575316494292,0.0220741466391934,0.0220741466391934,0.312869687211302,0.300309939743548,0.118473568031386,0.145079980467695,0.0344338273171944,0.025626616361563,0.025626616361563,5802.44660077568,0.00636868457946927,0.0832792921069823,0.0920805732287962,0.817598958949386,2.98562343777099e-05,9.16829484032985e-06,0.000624528996074074,0.37534326978056
