"","mae1.1","mae1.2","mae1.3","mae1.4","mae1.5","mae1.6","mae1.7","rmse1.1","rmse1.2","rmse1.3","rmse1.4","rmse1.5","rmse1.6","rmse1.7","bic1","param1.1","param1.2","param1.3","param1.4","param1.5","mae2.1","mae2.2","mae2.3","mae2.4","mae2.5","mae2.6","mae2.7","rmse2.1","rmse2.2","rmse2.3","rmse2.4","rmse2.5","rmse2.6","rmse2.7","bic2","param2.1","param2.2","param2.3","param2.4","param2.5"
"1",0.262007929206717,0.229903878828522,0.273376271328094,0.20100294458894,0.0950004120120789,0.0681606733318955,0.0732427277508566,0.327808514209471,0.288757156234348,0.278241507565518,0.24121120018213,0.0964919130148281,0.0702404747630514,0.0849528667055127,5208.74370050745,0.0407790861923456,0.142198454274289,0.0288261029976902,0.784250473722356,0.982305407874157,0.262007929206717,0.229903878828522,0.222077405043882,0.20100294458894,0.0950004120120789,0.0681606733318955,0.0732427277508566,0.327808514209471,0.288757156234348,0.236627641617905,0.24121120018213,0.0964919130148281,0.0702404747630514,0.0849528667055127,5208.74370050745,0.0407790861923456,0.142198454274289,0.0288261029976902,0.784250473722356,0.982305407874157
"2",0.231567899322944,0.209084532105467,0.127140260413137,0.15096295799672,0.0433095474726076,0.057369834134008,0.0565417348018196,0.28400708790352,0.256373126779036,0.156566137095788,0.187152120128016,0.0453818885613706,0.058099438963254,0.0597331395696946,5014.60062462921,0.064568575021158,0.0809058120535802,0.179032600889961,0.640350247265558,0.982668782012105,0.231567899322944,0.209084532105467,0.201527662082385,0.15096295799672,0.0433095474726076,0.057369834134008,0.0565417348018196,0.28400708790352,0.256373126779036,0.218121049983706,0.187152120128016,0.0453818885613706,0.058099438963254,0.0597331395696946,5014.60062462921,0.064568575021158,0.0809058120535802,0.179032600889961,0.640350247265558,0.982668782012105
"3",0.234506522304532,0.204190805477609,0.231691300004943,0.164089868756553,0.00642302683204814,0.0201306950416861,0.0264123099294509,0.289685281423511,0.25405533414267,0.242702861155858,0.205034425776794,0.0104753180326333,0.0229149856981309,0.0319105699001004,5023.91148626452,0.0532193678036336,0.0755378524205632,0.0282859880303093,0.747219280367708,0.991158774975943,0.234506522304532,0.204190805477609,0.231691300004943,0.164089868756553,0.00642302683204814,0.0201306950416861,0.0264123099294509,0.289685281423511,0.25405533414267,0.242702861155858,0.205034425776794,0.0104753180326333,0.0229149856981309,0.0319105699001004,5023.91148626452,0.0532193678036336,0.0755378524205632,0.0282859880303093,0.747219280367708,0.991158774975943
"4",0.269132392246055,0.242138633649868,0.250373573309164,0.208373771990199,0.102935948782869,0.0979240066490735,0.101101639144871,0.33781879341952,0.305009543081649,0.25953900387798,0.244253206693017,0.104087431751406,0.100195063061019,0.119055911329215,5043.41109423223,0.0688074871363601,0.148235099071638,0.0328777911718089,0.750074150149935,0.974857688143164,0.269132392246055,0.242138633649868,0.250373573309164,0.208373771990199,0.102935948782869,0.0979240066490735,0.101101639144871,0.33781879341952,0.305009543081649,0.25953900387798,0.244253206693017,0.104087431751406,0.100195063061019,0.119055911329215,5043.41109423223,0.0688074871363601,0.148235099071638,0.0328777911718089,0.750074150149935,0.974857688143164
"5",0.269837188207921,0.246026829952145,0.252276408533265,0.206972959158387,0.103444941496207,0.0744399673129595,0.083745676741318,0.339189957066715,0.31047135823929,0.261031387995899,0.249543409579533,0.10436115930421,0.0764473833966891,0.10102798718052,5279.0329179173,0.0338253087270641,0.135140191409365,0.000285563140853902,0.830748921602926,0.984301298985462,0.269837188207921,0.246026829952145,0.275200063997415,0.206972959158387,0.103444941496207,0.0744399673129595,0.083745676741318,0.339189957066715,0.31047135823929,0.279847463380811,0.249543409579533,0.10436115930421,0.0764473833966891,0.10102798718052,5279.0329179173,0.0338253087270641,0.135140191409365,0.000285563140853902,0.830748921602926,0.984301298985462
"6",0.27842583323204,0.245444024752417,0.255666714664291,0.225653460578696,0.141890138332234,0.131427314972297,0.132582767165682,0.349117175373253,0.30890413637837,0.263928288616519,0.258214801139184,0.142915932001439,0.132871974102368,0.138511648049322,5143.6464294844,0.0729661836923438,0.0844516525602917,0.0488007608987838,0.793318775412134,0.952206182021085,0.27842583323204,0.245444024752417,0.275626741175527,0.225653460578696,0.141890138332234,0.131427314972297,0.132582767165682,0.349117175373253,0.30890413637837,0.280273768010406,0.258214801139184,0.142915932001439,0.132871974102368,0.138511648049322,5143.6464294844,0.0729661836923438,0.0844516525602917,0.0488007608987838,0.793318775412134,0.952206182021085
"7",0.237215555404473,0.211782550943243,0.276063552876912,0.162693126429266,0.0132889383934881,0.0154026827927528,0.0209729943471204,0.293124117917932,0.263626993368129,0.280647330597899,0.204816781802031,0.0166274675827593,0.0164265003902065,0.0268585002616103,5047.07872809623,0.0566286273645397,0.0866811566637401,0.059431881412498,0.73892130103617,0.986247494502277,0.237215555404473,0.211782550943243,0.218353304836949,0.162693126429266,0.0132889383934881,0.0154026827927528,0.0209729943471204,0.293124117917932,0.263626993368129,0.231186681639328,0.204816781802031,0.0166274675827593,0.0164265003902065,0.0268585002616103,5047.07872809623,0.0566286273645397,0.0866811566637401,0.059431881412498,0.73892130103617,0.986247494502277
"8",0.237610048952463,0.207402724967432,0.217125976174617,0.162663037159741,0.0212973056819377,0.0347947684214238,0.0406660837172801,0.293290727753879,0.258396121131775,0.230983193500329,0.206270023843718,0.0265867304291008,0.0381556145602391,0.0486600810995023,5001.94917314486,0.0414065057393645,0.0871813776827653,0.235714511190872,0.63569537574118,0.954926468367373,0.237610048952463,0.207402724967432,0.274198004157061,0.162663037159741,0.0212973056819377,0.0347947684214238,0.0406660837172801,0.293290727753879,0.258396121131775,0.278955244992984,0.206270023843718,0.0265867304291008,0.0381556145602391,0.0486600810995023,5001.94917314486,0.0414065057393645,0.0871813776827653,0.235714511190872,0.63569537574118,0.954926468367373
"9",0.251156600009678,0.228285292499928,0.165865007435126,0.176825755665459,0.0127768621102175,0.0983889520131686,0.0931766897875289,0.311314070477917,0.284709139410749,0.193928128277655,0.222398636206878,0.0158840255264277,0.101221535274188,0.110837908269548,4919.70713192,0.0373849877298969,0.0969240054194557,0.0134018535772377,0.852288692713499,0.993633775781461,0.251156600009678,0.228285292499928,0.165865007435126,0.176825755665459,0.0127768621102175,0.0983889520131686,0.0931766897875289,0.311314070477917,0.284709139410749,0.193928128277655,0.222398636206878,0.0158840255264277,0.101221535274188,0.110837908269548,4919.70713192,0.0373849877298969,0.0969240054194557,0.0134018535772377,0.852288692713499,0.993633775781461
"10",0.232883845514598,0.20945795074992,0.243552726970241,0.152763134884972,0.0644847366545114,0.0760508689481608,0.0753780404497525,0.284409519582724,0.257431715502017,0.253195996428164,0.192947767505953,0.0667919947351898,0.0774068781742011,0.078443207938301,5032.05230133406,0.0279025434627487,0.0877083470590068,0.243580633308389,0.640800343362635,0.974702697829118,0.232883845514598,0.20945795074992,0.243552726970241,0.152763134884972,0.0644847366545114,0.0760508689481608,0.0753780404497525,0.284409519582724,0.257431715502017,0.253195996428164,0.192947767505953,0.0667919947351898,0.0774068781742011,0.078443207938301,5032.05230133406,0.0279025434627487,0.0877083470590068,0.243580633308389,0.640800343362635,0.974702697829118
