"","V1","V2","V3","V4","V5","V6","V7","V8","comcol","sameRegion","intercept","spatial","beta","V14","V15"
"1","0.228939480269801","0.22616311132653","0.158576882929656","0.147719861579814","0.0639439187556257","0.0418047166414934","0.0481867300597841","0.9286304155969","0.0417314772356002","8.46028901713661e-05","0.118665538384463","0.838938491245227","0.346861326050375","14","1"
"2","0.242894493753586","0.222990532775428","0.15423935193446","0.13639601079176","0.0604979694363873","0.0574570007581066","0.0581864319208053","0.953200224732149","0.106353735936063","0.000814926822724447","0.0601489178863443","0.301274847035939","0.978313862437556","32","1"
"3","0.257324084733364","0.228997504060099","0.137019657395385","0.130466315578775","0.0767319436164868","0.0911581479481015","0.0914272300400041","0.853514038270173","0.222374244457829","0.029435800266622","0.00199370918228424","0.20582580521315","0.972402196209337","65","1"
"4","0.259226589741078","0.22702747642764","0.128080679433916","0.124709608157597","0.0523269729185917","0.0200050350021614","0.0483379772009501","0.82708386328027","0.0983747692222808","0.0504912206671472","0.0925495580890856","0.261828013163609","0.908623375371547","115","1"
"5","0.255755744162852","0.21376213665603","0.120158773975389","0.117490694383007","0.043198970608963","0.0135684176930931","0.0469429299879868","0.817792721089725","0.063114772936726","0.0695995472578818","0.120163587066821","0.272217656153627","0.878913749569903","195","1"
"6","0.253841145015915","0.249399134916135","0.166278877555889","0.156884006007533","0.116529872401381","0.108837448965219","0.111747783394054","0.870515011536415","0.239553167251399","0.0367369819804447","7.85878417152147e-07","0.720401506422332","0.266743452158302","14","2"
"7","0.240782538941721","0.220103057257478","0.161037074819897","0.128884541627239","0.0416017750287135","0.0311968492946919","0.035753956613457","0.920942453893695","0.126251705669523","0.107811309831093","0.0644623975960948","0.0276022880970511","0.999899992467928","32","2"
"8","0.248999640951156","0.216444708079989","0.137894112132108","0.123921491033879","0.0444335204302832","0.0255363821102655","0.0365170040247627","0.867754038453956","0.0564899172623624","0.122438726406518","0.13140866561818","0.678014769084787","0.133646463397261","65","2"
"9","0.247553249756026","0.210669537378352","0.12837128641831","0.114433255203372","0.0155803365983596","0.0544152520932924","0.0494888577528064","0.902109304832989","0.0630541136587049","0.117755638148207","0.160996624682767","0.654615615891716","0.249089090958476","115","2"
"10","0.249499706225471","0.212958874358832","0.120000860972098","0.112264179622351","0.00693588991397729","0.0706709174161156","0.0643155783253274","0.855651913463826","0.075435534830722","0.107925325987023","0.17808198333138","0.63176242245132","0.277599145527611","195","2"
"11","0.248770386383993","0.246172951523879","0.161163127956661","0.152953220813734","0.026463036352289","0.0352672501218796","0.0787704538549269","0.696689541084438","0.000701270201861371","0.0155898142662685","0.147374697421901","0.836052402406189","0.471943424546184","14","3"
"12","0.232703932554929","0.213291108577232","0.146533742643442","0.120945047900984","0.0545197806984243","0.105051055033293","0.101026307359985","0.920258404243413","0.0672814454736659","0.0563042960430629","0.224354256799506","0.651558164056236","0.481235565479883","32","3"
"13","0.239912283960376","0.215436305870617","0.12288570928584","0.121605520966195","0.0442961580280375","0.108178219156951","0.103444819949638","0.925305742774563","0.0150665407212745","0.052713759759552","0.23203126626227","0.699433613151986","0.422513133649404","65","3"
"14","0.244703068161854","0.211873982537854","0.115353751938192","0.116400676157502","0.0325082726079572","0.100050176968957","0.0929187181148868","0.890744523636946","0.0115302975831968","0.0536625762164303","0.221305214553307","0.712549341507506","0.309469366024863","115","3"
"15","0.250896588744519","0.213141961512025","0.105771341437624","0.115591078611653","0.0167660968235847","0.0846379252011107","0.0779332477563339","0.898649708530882","0.0227101240028167","0.0625527271603723","0.199330578873997","0.714385379192352","0.345511766787455","195","3"
"16","0.204174719122805","0.199161397456914","0.166278877555889","0.107805221401017","0.0391980945291924","0.0827178846284597","0.0827178846284597","1","0.000126258058251931","0.000996926583001028","0.197894958490062","0.456147589467197","0.898406043760336","14","4"
"17","0.218709833984879","0.199623447101188","0.160877827138755","0.118561423296378","0.0307745490407179","0.0597480371300038","0.0597480371300038","1","0.0512640964525137","0.0369113515857754","0.185144513494384","0.713047865934128","0.540120845641956","32","4"
"18","0.245346599509536","0.209947918524232","0.13800503078628","0.124313280771053","0.0539007078387994","0.0218913057251685","0.0299276079680581","0.915275304044592","0.0618859509137156","0.0473540595879186","0.0879544414524141","0.200824793201345","0.97082885042259","65","4"
"19","0.25141391157897","0.210799166818968","0.128752877593896","0.120539030092716","0.0419055130284516","0.0277628222305321","0.0356042387810225","0.876216523991231","0.0513815383937537","0.0609488425354156","0.135535378806909","0.19821049147837","0.915111611764635","115","4"
"20","0.254143021019466","0.211529356603405","0.12068377653481","0.114666445319683","0.0319043680669236","0.0465287319068557","0.0514847732029391","0.83138750786716","0.0517620313995045","0.0559221107065589","0.158567869049197","0.707800176699855","0.358717027426934","195","4"
"21","0.26454616211873","0.259631734534853","0.175307748223408","0.165474539700456","0.0747691674549306","0.085246199647179","0.11170994002737","0.74040248198471","0.111863533374157","0.138387060929009","0.000108808987218243","0.000973604105509195","0.0291991507458615","14","5"
"22","0.248318501179384","0.236130656749295","0.15965826569149","0.141229872699953","0.0725550120966263","0.075993296670378","0.0791784904211008","0.901916565707309","0.0876607083050874","0.229457717173433","4.15994628602632e-05","0.00431569600710203","0.00882086791222406","32","5"
"23","0.25815260792958","0.227957646997786","0.13638482050454","0.133547794074122","0.0789635991918923","0.0828328490954475","0.0853456898055203","0.911252564619096","0.0957421595539965","0.18871114352376","0.00440965333796063","0.698495278378724","0.273333347440162","65","5"
"24","0.259510093780577","0.220569297983777","0.128752877593896","0.126356901199606","0.0752590330031403","0.030145939587036","0.0464174542776926","0.8609993574128","0.0447620398875083","0.0942795464147233","0.0764662116806593","0.202538830849688","0.890140174829687","115","5"
"25","0.260843498507967","0.215750976271817","0.12068377653481","0.122103337049796","0.0787039163933866","0.0246379458384424","0.0467462576202564","0.84897000099684","0.0750394401912528","0.0957716045365407","0.0829998711103602","0.744815722496896","0.25709510578184","195","5"
"26","0.203462342307126","0.200833081600398","0.154179109753553","0.13577755096561","0.0637333623690767","0.084086821026989","0.084086821026989","1","0.000159672271259118","0.311042577095312","0.00163618945170368","0.000272736974243239","0.0293816663082014","14","6"
"27","0.245858973900307","0.229844879971047","0.158033515957525","0.146951089304027","0.0984327554473544","0.0621573188339451","0.0665706288004526","0.924847191998005","5.39672284616956e-05","0.171386662032612","0.0128283094234781","0.134851194939238","0.953304123417133","32","6"
"28","0.263970372058717","0.240959220541833","0.135756083710027","0.134890761913007","0.0805539082943867","0.0489707962630938","0.0666998276990162","0.815808960761449","0.0729167001212712","0.134965844801347","0.0480750644480912","0.0935929628398624","0.891365592285819","65","6"
"29","0.264445294969661","0.22828196194893","0.128752877593896","0.130357268057221","0.087531372741878","0.048507746638274","0.0598983681503132","0.851131336325274","0.0671467006369749","0.0931439257534241","0.055984370430234","0.196533382851162","0.843822122901904","115","6"
"30","0.266239084535968","0.224865435767011","0.120637135908016","0.125099984014319","0.0855595977550533","0.0294334321714779","0.0594239945693702","0.807746096663928","0.0806097616866344","0.0971106832048788","0.0770390241263468","0.206307913893083","0.735404821930847","195","6"
"31","0.234791061612543","0.22909785850657","0.166278877555889","0.12121190345418","0.0913779412874597","0.146949169651548","0.137061716739004","0.802117250644558","0.0205934008118806","0.0165875755656571","0.227920900455654","0.328239127865008","0.972493135934613","14","7"
"32","0.251322778897506","0.239718540075669","0.160877827138755","0.137582911162771","0.0435132730683006","0.0759939740520158","0.0804149931940609","0.812571348624112","0.0424749745484431","0.022575949390367","0.19205459944373","0.340687153771986","0.891412157304761","32","7"
"33","0.247921969591516","0.221372572368021","0.13800503078628","0.122580222992124","0.0133793560376203","0.0525600414207506","0.0541117421363422","0.852214312076861","0.0687260993044625","0.0385163754810539","0.166539922471352","0.71891259073569","0.469849688155863","65","7"
"34","0.24444017073638","0.20643508778263","0.128752877593896","0.116319432126212","0.0217596198201403","0.0390334530978953","0.0390976333151434","0.889059560456507","0.0631615208298236","0.0963803517312934","0.146523400330828","0.691428357455811","0.377057169267163","115","7"
"35","0.252142331329769","0.207448026231958","0.12068377653481","0.116147824877247","0.0355481992558857","0.0311089249023308","0.0411659728949859","0.853519457265032","0.052753287696459","0.107713666562735","0.139206573726047","0.00656697077517295","0.997983170969611","195","7"
