"","V1","V2","V3","V4","V5","V6"
"1",1,1,1,1,1,1
"2",-0.0955758991998292,-0.0407246019525912,0,-0.0341273735366874,0.0469051997697278,0.104198165850221
"3",0.0894734877191223,0.143767300340261,0,0.0264304204304847,0.0886660718041768,0.13670433350205
"4",-0.571368384807812,-0.430560368819509,0,-0.0489064738818956,0.0911570142713572,0.139232532850253
"5",-0.6349634492243,-0.464994844356207,0,-0.101632602566344,0.0999331197703677,0.14857392973741
"6",0.229323793326738,0.264426133437403,0,0.0801578934314268,0.120465851134507,0.175334791400641
"7",-0.0126722655841758,-0.110198695678449,0,-0.00487633010894304,0.0469051997697278,0.104198165850221
"8",0.203590510594553,0.106946230275596,0,0.0254691237984608,0.12060648637099,0.175682709752527
"9",-0.489602655514525,-0.490829139545977,0,-0.171775088752149,0.0469051997697278,0.104198165850221
"10",-0.00525237816798237,-0.0680853953109989,0,-0.00188854409795324,0.0469051997697278,0.104198165850221
"11",0.290314550549952,0.24680272290971,0,0.0162189532786973,0.123632429464561,0.176798770714962
"12",-0.310101653284287,-0.124597044343184,0,-0.0913733245050312,0.0469051997697278,0.104198165850221
"13",0.555772855780252,0.492076663754303,0,0.22482392914654,0.195190415358298,0.307443231120119
"14",0.275569223907766,0.188103751219994,0,0.0741779755644188,0.0935010780312554,0.142422694887409
"15",-0.295882792931556,-0.356029166288684,0,-0.0215688851635018,0.143622234821308,0.209810243597934
"16",-0.170934662379229,-0.127666032481849,0,-0.03718520584411,0.173437403091074,0.258690203188263
"17",0.207556922427672,0.1216297048565,0,0.060307865948884,0.134448317362063,0.191601302794163
"18",-0.241014449549558,-0.103788563515839,0,-0.0548732806148166,0.109701731056583,0.157753113454326
"19",0.0820395922481597,0.233371497945644,0,0.0153503810291193,0.101707581655713,0.126214443240798
"20",-0.528223720288438,-0.287246667765949,0,-0.124128596748832,0.0786398856581103,0.0978443650861706
"21",0.857511303324215,0.711979070107452,0,0.152096289235079,0.0946879842735436,0.117730841432429
"22",0.339537547672309,0.351303560653045,0,0.0399206724891371,0.078044881512817,0.096097103830597
"23",-0.214754769532924,-0.0884767504838753,0,-0.0487122161421767,0.0893882425160547,0.112946298946711
"24",0.2050332724526,0.003282008002937,0,0.00520254072637572,0.174789948314431,0.249045877252569
"25",-0.200467455501238,-0.358389211181574,0,-0.0276313257841827,0.0631657422729136,0.083337686901494
