"","mae1.1","mae1.2","mae1.3","mae1.4","mae1.5","mae1.6","mae1.7","rmse1.1","rmse1.2","rmse1.3","rmse1.4","rmse1.5","rmse1.6","rmse1.7","bic1","param1.1","param1.2","param1.3","param1.4","param1.5","mae2.1","mae2.2","mae2.3","mae2.4","mae2.5","mae2.6","mae2.7","rmse2.1","rmse2.2","rmse2.3","rmse2.4","rmse2.5","rmse2.6","rmse2.7","bic2","param2.1","param2.2","param2.3","param2.4","param2.5"
"1",0.285810692041228,0.265867214047692,0.113854452302527,0.128716333811992,0.0516632940322732,0.0594300240306317,0.0597312260904359,0.352537416905076,0.331105884424375,0.124214313274843,0.158160479820022,0.0577806154106632,0.0601922886089397,0.0626292021717056,4739.7511026802,0.0448914912074202,0.0918646692949309,0.0482353146268944,0.377188481719491,0.797866005573017,0.285810692041228,0.265867214047692,0.12068377653481,0.128716333811992,0.0516632940322732,0.0594300240306317,0.0597312260904359,0.352537416905076,0.331105884424375,0.124933483484327,0.158160479820022,0.0577806154106632,0.0601922886089397,0.0626292021717056,4739.7511026802,0.0448914912074202,0.0918646692949309,0.0482353146268944,0.377188481719491,0.797866005573017
"2",0.278405894167578,0.259957315302218,0.112905671493897,0.12680031800688,0.0201650246066188,0.0107497783562777,0.0134793471960468,0.342169991158159,0.320014092591425,0.120135535264477,0.157685446516189,0.0226226358597237,0.012224314231287,0.0169429009968771,4637.08027151517,0.0563981380089982,0.134960451162216,0.0999926153302883,0.708063018061828,0.272975114620268,0.278405894167578,0.259957315302218,0.114381168807368,0.12680031800688,0.0201650246066188,0.0107497783562777,0.0134793471960468,0.342169991158159,0.320014092591425,0.138579449608857,0.157685446516189,0.0226226358597237,0.012224314231287,0.0169429009968771,4637.08027151517,0.0563981380089982,0.134960451162216,0.0999926153302883,0.708063018061828,0.272975114620268
"3",0.276997000065461,0.252893860523002,0.109899387228753,0.125162517476194,0.00991650573348723,0.00888626173415302,0.00888626173415302,0.340401138381708,0.312527074713925,0.118216882887636,0.155005486536211,0.012989289789636,0.00996237677749535,0.00996237677749535,4621.11430450781,0.0243333200463346,0.0672509804517718,0.117386660707163,0.787170121917499,0.380609385667639,0.276997000065461,0.252893860523002,0.109899387228753,0.125162517476194,0.00991650573348723,0.00888626173415302,0.00888626173415302,0.340401138381708,0.312527074713925,0.118216882887636,0.155005486536211,0.012989289789636,0.00996237677749535,0.00996237677749535,4621.11430450781,0.0243333200463346,0.0672509804517718,0.117386660707163,0.787170121917499,0.380609385667639
"4",0.277259545708975,0.252445485460558,0.120437736844228,0.120372760010375,0.0191898346161885,0.0294459771883452,0.0294459771883452,0.340554040998597,0.312714048379133,0.124723600051812,0.148693793796358,0.0261772967910443,0.0304080522759479,0.0304080522759479,4560.0470659014,0.0732284778783973,0.0369676795919746,0.138073513871277,0.645955938648255,0.428218678433256,0.277259545708975,0.252445485460558,0.120437736844228,0.120372760010375,0.0191898346161885,0.0294459771883452,0.0294459771883452,0.340554040998597,0.312714048379133,0.124723600051812,0.148693793796358,0.0261772967910443,0.0304080522759479,0.0304080522759479,4560.0470659014,0.0732284778783973,0.0369676795919746,0.138073513871277,0.645955938648255,0.428218678433256
"5",0.281507726110849,0.251904658227138,0.120554080050532,0.128798252819776,0.0885225990135759,0.0146429456887373,0.0146429456887373,0.347460947068565,0.313535774353789,0.124920000612492,0.156111244065449,0.0897563278607033,0.0181467222469034,0.0181467222469034,4644.00735286036,0.069294446732332,0.0787447128949248,0.0963558830729025,6.22390219968155e-05,0.983343226512658,0.281507726110849,0.251904658227138,0.12068377653481,0.128798252819776,0.0885225990135759,0.0146429456887373,0.0146429456887373,0.347460947068565,0.313535774353789,0.124933483484327,0.156111244065449,0.0897563278607033,0.0181467222469034,0.0181467222469034,4644.00735286036,0.069294446732332,0.0787447128949248,0.0963558830729025,6.22390219968155e-05,0.983343226512658
"6",0.287883689637083,0.265012192487255,0.120672564676156,0.131960778690463,0.0952064970514145,0.0485114284415325,0.0485114284415325,0.354906419018651,0.327278775576448,0.124959304032303,0.159948089760535,0.0956379051036561,0.049985453141827,0.049985453141827,4610.88747448411,0.0839516345555282,0.121462590801306,0.0568827004945258,0.737350018153082,0.240675017967627,0.287883689637083,0.265012192487255,0.120672564676156,0.131960778690463,0.0952064970514145,0.0485114284415325,0.0485114284415325,0.354906419018651,0.327278775576448,0.124959304032303,0.159948089760535,0.0956379051036561,0.049985453141827,0.049985453141827,4610.88747448411,0.0839516345555282,0.121462590801306,0.0568827004945258,0.737350018153082,0.240675017967627
"7",0.276171267179866,0.24747234387753,0.12068377653481,0.125014601773329,0.0675978349294325,0.0359976905993038,0.0359976905993038,0.341587079987781,0.307523872882758,0.124933483484327,0.152746148457266,0.0690529635130034,0.0363939418485612,0.0363939418485612,4649.28768151701,0.0421800501058066,0.109618223623477,0.0735978236892131,0.549815027191882,0.394557808516456,0.276171267179866,0.24747234387753,0.120428165924248,0.125014601773329,0.0675978349294325,0.0359976905993038,0.0359976905993038,0.341587079987781,0.307523872882758,0.124734082509509,0.152746148457266,0.0690529635130034,0.0363939418485612,0.0363939418485612,4649.28768151701,0.0421800501058066,0.109618223623477,0.0735978236892131,0.549815027191882,0.394557808516456
"8",0.277781790948861,0.257537506052593,0.120543814670431,0.127553208818411,0.044050897251587,0.0345097369404361,0.0345097369404361,0.34316191516608,0.319325819152582,0.124833409449472,0.15751808516617,0.0457680266769809,0.0365214490332735,0.0365214490332735,4695.44669543846,0.03041568253002,0.0365443265756384,0.0779298964701394,0.561604050311574,0.727146764954357,0.277781790948861,0.257537506052593,0.12068377653481,0.127553208818411,0.044050897251587,0.0345097369404361,0.0345097369404361,0.34316191516608,0.319325819152582,0.124933483484327,0.15751808516617,0.0457680266769809,0.0365214490332735,0.0365214490332735,4695.44669543846,0.03041568253002,0.0365443265756384,0.0779298964701394,0.561604050311574,0.727146764954357
"9",0.283023459536475,0.254750388606148,0.120689769737547,0.126976241186422,0.0815437823043176,0.0377280262531323,0.0377280262531323,0.34923545278114,0.317086831351358,0.124943666987369,0.153594531615963,0.0829511384289976,0.0385690184857934,0.0385690184857934,4571.96306479306,0.0371610965957998,0.143825398117065,0.0716843456406307,0.713641144461588,0.322790555853117,0.283023459536475,0.254750388606148,0.120689769737547,0.126976241186422,0.0815437823043176,0.0377280262531323,0.0377280262531323,0.34923545278114,0.317086831351358,0.124943666987369,0.153594531615963,0.0829511384289976,0.0385690184857934,0.0385690184857934,4571.96306479306,0.0371610965957998,0.143825398117065,0.0716843456406307,0.713641144461588,0.322790555853117
"10",0.277514098895639,0.252179502708838,0.12068377653481,0.124584129500697,0.0380397171171986,0.0371427702986596,0.0371427702986596,0.341537826834774,0.311966343578248,0.124933483484327,0.154131985810053,0.039527895601826,0.0397363286932335,0.0397363286932335,4711.3693042343,0.00291235575298385,0.0859787081798853,0.0772230798514708,0.826862597156858,0.353225947882529,0.277514098895639,0.252179502708838,0.114805205971481,0.124584129500697,0.0380397171171986,0.0371427702986596,0.0371427702986596,0.341537826834774,0.311966343578248,0.121539470339301,0.154131985810053,0.039527895601826,0.0397363286932335,0.0397363286932335,4711.3693042343,0.00291235575298385,0.0859787081798853,0.0772230798514708,0.826862597156858,0.353225947882529
