"","comcol","reg","global","contig beta","comcol and reg","comcol and config","reg and config","contig beta"
"param",0.0082949836068481,1.33754068632471e-06,0.060915825200225,0.058128705494307,0,0.280241692537628,0.183568474958553,0.99378216041565
