"","value","est","lambda","type"
"380",0.218190058722421,"FM","195","MAE"
"381",0.211847219202562,"FM","195","MAE"
"382",0.213014757643687,"FM","195","MAE"
"383",0.205896801265635,"FM","195","MAE"
"384",0.20887550005279,"FM","195","MAE"
"385",0.206139458942363,"FM","195","MAE"
"386",0.216883307673555,"FM","195","MAE"
"387",0.223785836350154,"FM","195","MAE"
"388",0.218143016514242,"FM","195","MAE"
"389",0.217871073095586,"FM","195","MAE"
"390",0.20947733970643,"FM","195","MAE"
"391",0.215097728564131,"FM","195","MAE"
"392",0.216868266975657,"FM","195","MAE"
"393",0.212252848899197,"FM","195","MAE"
"394",0.201853523160555,"FM","195","MAE"
"395",0.217650247046738,"FM","195","MAE"
"396",0.216509344391277,"FM","195","MAE"
"397",0.213501913007171,"FM","195","MAE"
"398",0.216145069310928,"FM","195","MAE"
"399",0.219481281465451,"FM","195","MAE"
"400",0.205837001966564,"FM","195","MAE"
"401",0.161163127956661,"Glasso","14","MAE"
"402",0.166278877555889,"Glasso","14","MAE"
"403",0.166278877555889,"Glasso","14","MAE"
"404",0.145907323975117,"Glasso","14","MAE"
"405",0.166278877555889,"Glasso","14","MAE"
"406",0.132858191144984,"Glasso","14","MAE"
"407",0.166278877555889,"Glasso","14","MAE"
"408",0.166278877555889,"Glasso","14","MAE"
"409",0.166278877555889,"Glasso","14","MAE"
"410",0.198264543356381,"Glasso","14","MAE"
"411",0.111469173692004,"Glasso","14","MAE"
"412",0.166278877555889,"Glasso","14","MAE"
"413",0.16176100344058,"Glasso","14","MAE"
"414",0.158340657646272,"Glasso","14","MAE"
"415",0.161442137754054,"Glasso","14","MAE"
"416",0.166278877555889,"Glasso","14","MAE"
"417",0.133706569705441,"Glasso","14","MAE"
"418",0.164928621248453,"Glasso","14","MAE"
"419",0.165398667713344,"Glasso","14","MAE"
"420",0.14996527660713,"Glasso","14","MAE"
"421",0.166278877555889,"Glasso","14","MAE"
"422",0.228004541308582,"Glasso","14","MAE"
"423",0.150487115788992,"Glasso","14","MAE"
"424",0.144470067656787,"Glasso","14","MAE"
"425",0.118710277282849,"Glasso","14","MAE"
"426",0.160080211060153,"Glasso","14","MAE"
"427",0.115874959311961,"Glasso","14","MAE"
"428",0.166278877555889,"Glasso","14","MAE"
"429",0.152042525043884,"Glasso","14","MAE"
"430",0.166278877555889,"Glasso","14","MAE"
"431",0.102439077595057,"Glasso","14","MAE"
"432",0.166278877555889,"Glasso","14","MAE"
"433",0.166278877555889,"Glasso","14","MAE"
"434",0.109034679380502,"Glasso","14","MAE"
"435",0.159174034298416,"Glasso","14","MAE"
"436",0.166278877555889,"Glasso","14","MAE"
"437",0.0980520106412313,"Glasso","14","MAE"
"438",0.139808843779159,"Glasso","14","MAE"
"439",0.164985523699213,"Glasso","14","MAE"
"440",0.159773330867257,"Glasso","14","MAE"
"441",0.160877827138755,"Glasso","32","MAE"
"442",0.131795485916427,"Glasso","32","MAE"
"443",0.158383176129115,"Glasso","32","MAE"
"444",0.145156555345481,"Glasso","32","MAE"
"445",0.125112935014295,"Glasso","32","MAE"
"446",0.160877827138755,"Glasso","32","MAE"
"447",0.152980303865799,"Glasso","32","MAE"
"448",0.142565820735419,"Glasso","32","MAE"
"449",0.129063781155148,"Glasso","32","MAE"
"450",0.1501550515609,"Glasso","32","MAE"
"451",0.106125582750753,"Glasso","32","MAE"
"452",0.160877827138755,"Glasso","32","MAE"
"453",0.160877827138755,"Glasso","32","MAE"
"454",0.159163179217689,"Glasso","32","MAE"
"455",0.160877827138755,"Glasso","32","MAE"
"456",0.157143384695989,"Glasso","32","MAE"
"457",0.119649459786604,"Glasso","32","MAE"
"458",0.160877827138755,"Glasso","32","MAE"
"459",0.118087792704437,"Glasso","32","MAE"
"460",0.145128064774201,"Glasso","32","MAE"
"461",0.132516146254592,"Glasso","32","MAE"
"462",0.160877827138755,"Glasso","32","MAE"
"463",0.155007043957983,"Glasso","32","MAE"
"464",0.135847501100288,"Glasso","32","MAE"
"465",0.160877827138755,"Glasso","32","MAE"
"466",0.154539517017678,"Glasso","32","MAE"
"467",0.160877827138755,"Glasso","32","MAE"
"468",0.160877827138755,"Glasso","32","MAE"
"469",0.141303874708111,"Glasso","32","MAE"
"470",0.0887785037583566,"Glasso","32","MAE"
"471",0.160877827138755,"Glasso","32","MAE"
"472",0.160877827138755,"Glasso","32","MAE"
"473",0.157942358469218,"Glasso","32","MAE"
"474",0.142198508818915,"Glasso","32","MAE"
"475",0.15756648811485,"Glasso","32","MAE"
"476",0.160877827138755,"Glasso","32","MAE"
"477",0.150437379453485,"Glasso","32","MAE"
"478",0.156680870056829,"Glasso","32","MAE"
"479",0.156874368152949,"Glasso","32","MAE"
"480",0.160877827138755,"Glasso","32","MAE"
"481",0.136299059096857,"Glasso","65","MAE"
"482",0.13800503078628,"Glasso","65","MAE"
"483",0.137187375088533,"Glasso","65","MAE"
"484",0.103618111631767,"Glasso","65","MAE"
"485",0.13800503078628,"Glasso","65","MAE"
