"","V1","V2","V3","V4","V5","V6"
"1",1,1,1,1,1,1
"2",-0.0977261841367481,-0.104582633939097,0,-0.0351806625134685,0.0503166744571269,0.0609171627409114
"3",0.0946707370306664,0.121445800670917,0,0.0281363474572066,0.0899763952581853,0.184615500086947
"4",-0.556456790554259,-0.536616795287673,0,-0.0483210024688642,0.0918603585549352,0.189279742792539
"5",-0.622271833851012,-0.615429810590958,0,-0.10100104216433,0.0973470105269513,0.200559988384836
"6",0.224497017843145,0.223963239271283,0,0.0794205617552743,0.107670590929852,0.218807877416504
"7",-0.00263941489939939,-0.0202586401019363,0,-0.00101304084127746,0.0503166744571269,0.0609171627409114
"8",0.198636774894207,0.181795493412817,0,0.0250569967053397,0.107095121691383,0.216020444336608
"9",-0.441634245210186,-0.387949796566623,0,-0.155639592563865,0.0503166744571269,0.0609171627409114
"10",0.0138772366718993,-0.00295064357247925,0,0.00500053535657665,0.0503166744571269,0.0609171627409114
"11",0.329457245099884,0.341095715768344,0,0.0184828906775409,0.10952281673149,0.221154022318842
"12",-0.29140695066702,-0.309348298063896,0,-0.0863051055087376,0.0503166744571269,0.0609171627409114
"13",0.548631015275475,0.545493142511765,0,0.222160510499174,0.300423935658165,0.477143081379663
"14",0.297791749609851,0.282657515639805,0,0.0802930043766535,0.0927757856465712,0.190244361357044
"15",-0.294426162787779,-0.346200403443072,0,-0.023258635903796,0.117476869435593,0.234192873318328
"16",-0.135452836503492,-0.141384246706273,0,-0.0300018731839756,0.129039120336022,0.251417443714155
"17",0.221807296473224,0.206426415343567,0,0.0635744815426106,0.114593736243526,0.229932361757926
"18",-0.235097099062324,-0.22445933130634,0,-0.054272601278276,0.102859080311036,0.209321714702033
"19",0.104280582709228,0.172449200855506,0,0.020890923423634,0.0839746857818771,0.0976865369427327
"20",-0.515394347980661,-0.481165816464221,0,-0.120938999977827,0.0732206138823792,0.0936037122307014
"21",0.851589781272621,0.852996921328179,0,0.152285696770262,0.0813418082456158,0.0971502497435252
"22",0.333989112296206,0.37368194525077,0,0.0420393262802307,0.0737203072450196,0.0941221193049024
"23",-0.185145176636204,-0.150655854802042,0,-0.0418092187758522,0.0777725268394579,0.0953082880215279
"24",0.225733809240895,0.182528677793482,0,0.0055683072776244,0.276982848929395,0.335137371380043
"25",-0.19072415344016,-0.259413284828217,0,-0.0268558399849741,0.0619727154979376,0.087092911412435
"26",-0.189025895834855,-0.144341476956928,0,-0.0727924097133134,0.0667281236499556,0.0898302359772801
"27",0.148212509885842,0.13251686313665,0,0.0253621419671342,0.0303026751885042,0.060915825200225
"28",-0.535880790558905,-0.520585835547664,0,-0.137810030188877,0.0592908390660899,0.087132159858775
"29",0.684728755347524,0.685509470880376,0,0.266638886812147,0.0609231192567507,0.0870480499061632
"30",0.17369905204565,0.183895862865721,0,0.0628648217769835,0.0681080436053484,0.0915794085366638
"31",-0.187446267058451,-0.19770267172764,0,-0.0588837161156013,0.050390427291527,0.0812246593239602
"32",-0.151427944439979,-0.161838238354481,0,-0.0244968241113447,0.0872229881130581,0.0997512646265246
"33",0.11723382333659,0.113459258379547,0,0.0325473847554649,0.0551322050173925,0.0841273570024882
"34",-0.0594820134151602,-0.072483263755528,0,-0.0129500723560219,0.0520700943431941,0.0825640365560076
"35",0.012178702266622,-0.000868139336030408,0,0.00231339514769345,0.0805838944829274,0.0962727714627943
"36",0.401620871988921,0.341313791261439,0,0.0568156582315817,0.0639875023114596,0.0870897933192383
"37",-0.25265585347704,-0.267514041232734,0,-0.0384722478648908,0.0817406520293841,0.0968042499155828
"38",0.371530317508495,0.37366629452416,0,0.0880132790424108,0.0812581128263253,0.0966086795603012
"39",0.159710051208434,0.183144735089282,0,0.02968096867311,0.0734548360456806,0.0925435639722882
"40",0.0574022193043893,0.0370787972349662,0,0.00699921936203407,0.0578032062468042,0.0861327565867478
"41",-0.0850172437429037,-0.0987302163740922,0,-0.0140588226554348,0.0566471167356946,0.0856548536916925
"42",0.229906221766473,0.238889043944006,0,0.0545634690069298,0.0303026751885042,0.060915825200225
"43",-0.0679493307821893,-0.0338041227872022,0,-0.0137055140050402,0.0532958096823962,0.0836744572919325
"44",-0.619298674510602,-0.628183176527672,0,-0.0775205576222767,0.0445611902862943,0.0768685553002895
