"","V1","V2","V3","V4","V5","V6"
"mean absolute error",0.278542580153992,0.275447626731627,0.114573436687392,0.124195695691492,0.0415384595484476,0.0351461677570628
"rooted mean squared error",0.342782956958978,0.339351301953727,0.120822034764376,0.152221338202059,0.0421939285912575,0.0357371085448176
